method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
tp_tsp,sorting,40,6,0,2600,4146.937000825755,9506.07795176481,877.3006188857835,0.8379184516578638,0.0922697327393546,1300,2600
rgta_eff,sorting,40,6,0,2600,3571.1273716067517,8605.173600366441,4265.334811672801,4.105230810079693,0.4955657966391078,1300,2600
tp,sorting,40,6,1,2600,5768.772668222734,13424.90154888869,2647.46224245755,1.1275392855441013,0.19718920322192388,2600,2600
tsp_mapd,sorting,40,6,1,2600,4970.235324615537,10849.209302380248,491.78108261548914,0.4710546768347597,0.04532126832692739,1300,2600
tp_tsp,sorting,40,6,1,2600,4071.0675644745133,9346.10039642595,872.3888962122146,0.8380296793585155,0.09332358752805034,1300,2600
rgta_eff,sorting,40,6,1,2600,3507.2473338158993,8335.094533383777,4287.598375696689,4.138608470749699,0.5142855194550424,1300,2600
tp,sorting,40,6,2,2600,5850.469130851419,13094.30928010533,2654.38225743128,1.1314502376092412,0.20268648880813073,2600,2600
tsp_mapd,sorting,40,6,2,2600,4977.244361408317,10871.104110484594,492.06594441784546,0.46863423277890043,0.04525576606436544,1300,2600
tp_tsp,sorting,40,6,2,2600,4130.8163710668805,9532.42668365579,886.0871382057667,0.8471196349959529,0.09293970402829523,1300,2600
rgta_eff,sorting,40,6,2,2600,3580.9905399971726,8786.387167071844,4285.149070812622,4.120335645012137,0.4876136858002528,1300,2600
tp,sorting,40,6,3,2600,5797.92397867665,13144.794092390237,2654.8192030750215,1.1311543259799837,0.20194882116803753,2600,2600
tsp_mapd,sorting,40,6,3,2600,4955.6743103514345,10880.431818037361,487.10908740758896,0.46391341657865615,0.044762827366990346,1300,2600
tp_tsp,sorting,40,6,3,2600,4101.97913454925,9434.021033245419,886.2415117910132,0.8480780017138883,0.09392131324618622,1300,2600
rgta_eff,sorting,40,6,3,2600,3481.9332002544597,8548.69734563484,4303.1731267110445,4.137666467991389,0.5032951025393034,1300,2600
tp,sorting,40,6,4,2600,5948.93814675953,13409.623370246034,2667.6374641247094,1.1361317990309665,0.1989141349731347,2600,2600
tsp_mapd,sorting,40,6,4,2600,5022.44529089496,10996.744520849139,487.8546269319486,0.4664002169521497,0.04435848580941522,1300,2600
tp_tsp,sorting,40,6,4,2600,4180.452664524963,9436.138450746646,873.9914412144572,0.8379591957952609,0.09260345848849938,1300,2600
rgta_eff,sorting,40,6,4,2600,3578.3978105530528,8556.838598424067,4205.28201200068,4.067003880078027,0.49138607291431174,1300,2600
tp,sorting,40,9,0,2600,5773.019178376508,13117.061543008293,2770.9004737844225,1.1806137510798562,0.21121278098821727,2600,2600
tsp_mapd,sorting,40,9,0,2600,4124.447694923835,9099.813650004855,3178.132352186367,4.829988377182929,0.349206939038168,907,2600
tp_tsp,sorting,40,9,0,2600,3626.582516960132,8226.326811454135,3821.352401340846,5.83412580357381,0.4644327177127912,910,2600
rgta_eff,sorting,40,9,0,2600,2841.51815124958,6877.435070051051,9138.325152656762,14.505278020090099,1.3284380219009684,914,2600
tp,sorting,40,9,1,2600,5681.227156186462,13120.525490524384,2842.528920562472,1.2111329018161365,0.2166231459047761,2600,2600
tsp_mapd,sorting,40,9,1,2600,4086.1298462692685,9029.315540832768,3239.174528658623,4.915287600392447,0.3586728522487679,908,2600
tp_tsp,sorting,40,9,1,2600,3567.6859721502174,8209.289488315622,3780.6996425497346,5.834413028626134,0.46044326422478804,911,2600
rgta_eff,sorting,40,9,1,2600,2773.4310307621695,6746.062041119446,9242.263576335972,14.647010422085534,1.3696300498423195,914,2600
tp,sorting,40,9,2,2600,5764.276442839492,13141.10782998433,2794.9120231205598,1.1923686105463138,0.2126540381283238,2600,2600
tsp_mapd,sorting,40,9,2,2600,4153.7549318958145,9115.905442055073,3194.220798992319,4.854438904243646,0.3503587582529691,907,2600
tp_tsp,sorting,40,9,2,2600,3647.234290128489,8476.950614847783,3769.0016306878533,5.807398506452778,0.4445625891351561,910,2600
rgta_eff,sorting,40,9,2,2600,2825.4384615681106,6948.585491267095,8996.513129241066,14.325657849109978,1.2944623207541102,914,2600
tp,sorting,40,9,3,2600,5715.622867272622,13094.973177061976,2766.1168774066027,1.1770710116623841,0.21121845429189087,2600,2600
tsp_mapd,sorting,40,9,3,2600,4112.438522208571,9148.004524982414,3124.734685057774,4.720143028788178,0.3415010584762595,907,2600
tp_tsp,sorting,40,9,3,2600,3578.693917878739,8049.987918776167,3731.1622359557077,5.740249593778012,0.46344084411324155,910,2600
rgta_eff,sorting,40,9,3,2600,2769.3798962593314,6630.89025133274,8960.866745183012,14.178586622125017,1.351156023097559,914,2600
tp,sorting,40,9,4,2600,5856.994607785256,13313.671420792982,2734.326612902805,1.165030512527825,0.20535686165248254,2600,2600
tsp_mapd,sorting,40,9,4,2600,4171.234815995486,9063.71111464679,3119.092907407321,4.740262777214774,0.34408085023798357,907,2600
tp_tsp,sorting,40,9,4,2600,3640.545612706274,8043.232984321652,3731.711322296178,5.767714563054371,0.4638547324171756,911,2600
rgta_eff,sorting,40,9,4,2600,2838.3916177649708,6711.026380544094,8890.153316577198,14.178872913201273,1.3243189805716071,914,2600
tp,sorting,60,6,0,2600,3697.7002560817614,8721.966818637906,2707.843339216197,1.2784907172881006,0.31042569519846347,2600,2600
tsp_mapd,sorting,60,6,0,2600,3291.3041774155968,7517.775549313233,428.3635759202298,0.5381451958796857,0.05697081738532116,1300,2600
tp_tsp,sorting,60,6,0,2600,2771.2477955507406,6454.457402402691,847.7217799809296,1.099509442258015,0.1313075867380622,1300,2600
rgta_eff,sorting,60,6,0,2600,2171.6406131654358,5453.426350193153,5517.915762058692,7.663771891748183,1.01153359524449,1300,2600
tp,sorting,60,6,1,2600,3643.001493135389,8657.035930153757,2722.3460668174084,1.2859452370417612,0.3143949724930602,2600,2600
tsp_mapd,sorting,60,6,1,2600,3241.9843479830433,7462.064588934953,425.18194764852524,0.5361689125454291,0.056964355258376904,1300,2600
tp_tsp,sorting,60,6,1,2600,2707.7855708214556,6420.784720488722,841.6771319461986,1.1045631652837253,0.13106152786455913,1300,2600
rgta_eff,sorting,60,6,1,2600,2126.611935969605,5333.631183823516,5468.440052849473,7.723785385380612,1.0250121935987766,1300,2600
tp,sorting,60,6,2,2600,3718.9302287914375,8984.666315639472,2835.381910263095,1.3412402602947469,0.3155332639954479,2600,2600
tsp_mapd,sorting,60,6,2,2600,3270.038176152686,7495.640523063628,425.34221027744934,0.535021648147735,0.056734988699139566,1300,2600
tp_tsp,sorting,60,6,2,2600,2745.8300302046696,6610.578198444833,837.8969980403781,1.1024960500531291,0.12672368391415276,1300,2600
rgta_eff,sorting,60,6,2,2600,2170.6905215818347,5388.8228315232955,5499.977018800564,7.649481250070326,1.0204038995919413,1300,2600
tp,sorting,60,6,3,2600,3685.222907126794,8689.340534005023,2693.844996014377,1.27308364650963,0.3099580020727623,2600,2600
tsp_mapd,sorting,60,6,3,2600,3251.8040756273735,7356.572736545893,412.32225962448865,0.5206089136672837,0.05603727366464918,1300,2600
tp_tsp,sorting,60,6,3,2600,2746.9457167155037,6473.776082726715,821.8011576682329,1.0756559655343363,0.1269190977093796,1300,2600
rgta_eff,sorting,60,6,3,2600,2138.442181637472,5520.733743479556,5392.998450115556,7.542655174986791,0.9766386182751822,1300,2600
tp,sorting,60,6,4,2600,3756.2626682560526,9106.530817622808,2709.4230165239424,1.2780297247754444,0.29747727454149564,2600,2600
tsp_mapd,sorting,60,6,4,2600,3265.3292923365725,7450.35489657147,415.71637804736383,0.5235722645432794,0.055785880038561976,1300,2600
tp_tsp,sorting,60,6,4,2600,2768.9002394188474,6629.206820259458,814.4104410603177,1.0645888118435525,0.12281864591469124,1300,2600
rgta_eff,sorting,60,6,4,2600,2182.3472180281074,5756.149191398027,5372.116956510581,7.587735814280482,0.9329831463200037,1300,2600
tp,sorting,60,9,0,2600,3656.7800472655686,8948.284622575688,2942.8618600941263,1.3927410601486636,0.3288113810161035,2600,2600
tsp_mapd,sorting,60,9,0,2600,2780.03210185942,6427.151770521497,3134.3539518420584,7.222013713921793,0.4875336680420063,954,2600
tp_tsp,sorting,60,9,0,2600,2530.58801697167,5834.023988387372,3685.9173382399604,8.79693875474931,0.6315828201233654,956,2600
rgta_eff,sorting,60,9,0,2600,1835.971770042699,5219.731404837053,9906.276052934118,27.7486724171824,1.897390548349764,969,2600
tp,sorting,60,9,1,2600,3601.6490265313773,8639.167801177722,3020.7866781856865,1.4248993765026823,0.3495876262221602,2600,2600
tsp_mapd,sorting,60,9,1,2600,2766.340654988158,6465.44743038995,3081.6817246959545,7.133522510870265,0.47652415721292013,954,2600
tp_tsp,sorting,60,9,1,2600,2496.297528341614,5743.164592747895,3551.4108888746705,8.537045405948728,0.618174219125269,958,2600
rgta_eff,sorting,60,9,1,2600,1773.278014489638,5038.552710412201,9589.792534825392,27.71616339544911,1.9027366140526571,971,2600
tp,sorting,60,9,2,2600,3665.653832791519,8679.922423559274,2891.327039222233,1.3664116442449117,0.3330638220507122,2600,2600
tsp_mapd,sorting,60,9,2,2600,2800.066911818687,6486.929094635743,3019.0012191887945,6.940232687790332,0.4653207797763247,954,2600
tp_tsp,sorting,60,9,2,2600,2535.234487167918,5993.362462469049,3536.298011604231,8.521200027962003,0.5898745640707641,958,2600
rgta_eff,sorting,60,9,2,2600,1821.603595826796,5345.03895537467,9612.402235012269,27.62184550290882,1.7977187647301793,970,2600
tp,sorting,60,9,3,2600,3632.184416670466,8690.2487744234,2897.5821925268974,1.368720922308407,0.33336196416554276,2600,2600
tsp_mapd,sorting,60,9,3,2600,2783.63696497372,6650.5906925368645,2998.911600850988,6.974213025234857,0.4508285629661738,954,2600
tp_tsp,sorting,60,9,3,2600,2494.743740693979,5754.100682126468,3418.2714045164175,8.177682785924445,0.5938623009931233,957,2600
rgta_eff,sorting,60,9,3,2600,1775.7908370595314,4828.088384347516,9514.592563937185,27.184550182677672,1.9698949407737443,971,2600
tp,sorting,60,9,4,2600,3723.3836392736307,8828.013004960336,2838.528966618469,1.3420940740512857,0.32146420913006446,2600,2600
tsp_mapd,sorting,60,9,4,2600,2764.6752518870035,6636.3617230973905,2966.2424383568577,6.8663019406408745,0.44685785452799903,954,2600
tp_tsp,sorting,60,9,4,2600,2535.628295704649,6230.2781715015,3485.6745752040297,8.399215843865132,0.5593187700905055,958,2600
rgta_eff,sorting,60,9,4,2600,1806.9227980660157,4725.133984238529,9433.845194114838,26.649280209363948,1.9957362373841416,970,2600
tp,sorting,80,6,0,2600,2850.7099460393406,7167.798230505279,2754.2990132933483,1.4752538903553016,0.3841957055786509,2600,2600
tsp_mapd,sorting,80,6,0,2600,2493.2848676806448,5857.465416457207,389.60451883031055,0.7714940966936843,0.06649676033970141,1300,2600
tp_tsp,sorting,80,6,0,2600,2168.4383303909813,5426.156295961331,691.8262330582365,1.50070766390073,0.12745509083607895,1300,2600
rgta_eff,sorting,80,6,0,2600,1598.479401843277,5046.286193102992,5652.007973840227,15.921149222085148,1.1196529266719943,1300,2600
tp,sorting,80,6,1,2600,2815.8061603323704,6957.550685764958,2803.7072226870805,1.4977068497260047,0.40288938391824697,2600,2600
tsp_mapd,sorting,80,6,1,2600,2479.926395231103,6025.772491896985,369.414767366834,0.7358859907705856,0.061293308008434376,1300,2600
tp_tsp,sorting,80,6,1,2600,2129.027061600043,5305.3527959070825,665.2898708998691,1.5017830042886435,0.12536081984169384,1300,2600
rgta_eff,sorting,80,6,1,2600,1570.4332077330123,4623.170071074612,5488.090466300491,16.236954042309147,1.1866141548757818,1300,2600
tp,sorting,80,6,2,2600,2864.082283975287,6963.618189915257,2786.6663938038982,1.4870151514428487,0.40009567750235436,2600,2600
tsp_mapd,sorting,80,6,2,2600,2508.0971364307343,5916.203473807579,365.5738251982257,0.7253448912663207,0.06177320466343793,1300,2600
tp_tsp,sorting,80,6,2,2600,2168.2039775046014,5278.113941261595,665.6971993215848,1.4566678322135334,0.12607901502302743,1300,2600
rgta_eff,sorting,80,6,2,2600,1598.6233524571421,4694.020346729589,5530.607082881033,16.077346171165797,1.1777272323000496,1300,2600
tp,sorting,80,6,3,2600,2838.1681144479026,7039.981483197582,2737.54908668343,1.4623659651086698,0.38880117691853855,2600,2600
tsp_mapd,sorting,80,6,3,2600,2462.874311492301,5787.230646471815,362.7097028074786,0.7084173882958567,0.06265498407453422,1300,2600
tp_tsp,sorting,80,6,3,2600,2142.9468914423555,5175.4370929827965,655.237222177675,1.4724431959048876,0.12656697357111743,1300,2600
rgta_eff,sorting,80,6,3,2600,1584.8827774777744,4410.449080771985,5534.36580018024,16.61971711765838,1.2543893472756662,1300,2600
tp,sorting,80,6,4,2600,2885.492507110166,7321.193588440768,2730.267325328896,1.4647356895541286,0.37283453848544257,2600,2600
tsp_mapd,sorting,80,6,4,2600,2486.5251380145755,6096.329466904231,367.92228600825183,0.7214162470750036,0.060334910791776296,1300,2600
tp_tsp,sorting,80,6,4,2600,2168.434871511543,5472.37841635064,669.142139115138,1.4836854525834544,0.12224006925742381,1300,2600
rgta_eff,sorting,80,6,4,2600,1600.1421794162745,4575.345160045398,5487.945296801627,16.236524546750374,1.1990267198605258,1300,2600
tp,sorting,80,9,0,2600,2821.614760833542,7132.955884651388,3054.956269596005,1.6336664543294144,0.4282248765904128,2600,2600
tsp_mapd,sorting,80,9,0,2600,2151.654877644995,5862.408610611106,3032.9762941692024,15.089434299349266,0.5172196954585953,1000,2600
tp_tsp,sorting,80,9,0,2600,1996.5319950375263,5131.679450389966,3365.5427859630436,16.743993960015143,0.6556677938755199,1000,2600
rgta_eff,sorting,80,9,0,2600,1396.758367997613,4391.726482296013,10194.819975004066,50.72049738807993,2.3206965570234614,1000,2600
tp,sorting,80,9,1,2600,2788.803105355214,7078.239228583772,2922.067933512153,1.5584362312064817,0.41272145953561484,2600,2600
tsp_mapd,sorting,80,9,1,2600,2147.7579364865232,5554.363732509324,2935.131012898637,14.6026418552171,0.5282813198161693,1000,2600
tp_tsp,sorting,80,9,1,2600,1975.3936213178238,5212.937883184177,3330.7903528620955,16.571096282895997,0.6388167151634245,1000,2600
rgta_eff,sorting,80,9,1,2600,1384.0985778154316,4149.198344042241,10182.523174851667,50.65931927786899,2.4530289508194816,1000,2600
tp,sorting,80,9,2,2600,2832.8364719840565,7045.7364370898285,2908.9260792534333,1.5514272422684978,0.41278928327705877,2600,2600
tsp_mapd,sorting,80,9,2,2600,2145.940749367678,5429.738214772749,2894.6636918990407,14.401311899995228,0.5329890797089009,1000,2600
tp_tsp,sorting,80,9,2,2600,1983.8862392693597,5081.614922490053,3276.486196060432,16.300926348559365,0.6445969301712438,1000,2600
rgta_eff,sorting,80,9,2,2600,1422.2251470895317,4229.441436927517,10179.219218000071,50.64288168159239,2.4058660406523447,1000,2600
tp,sorting,80,9,3,2600,2810.887289128316,6804.49317118326,2917.9327186138835,1.5578925352983894,0.42872946203553974,2600,2600
tsp_mapd,sorting,80,9,3,2600,2114.2949897314224,5311.477773553423,2885.1478819269687,14.353969561825714,0.5430355508991095,1000,2600
tp_tsp,sorting,80,9,3,2600,1964.3588532664594,5092.387987731687,3195.761397248134,15.899310434070319,0.6273579499898182,1000,2600
rgta_eff,sorting,80,9,3,2600,1396.909243412761,4261.485483069635,10100.907790038036,50.25327258725391,2.3694364977804447,1000,2600
tp,sorting,80,9,4,2600,2858.675779751565,7029.606289635564,2885.5865475779865,1.54723139280321,0.4104091235354838,2600,2600
tsp_mapd,sorting,80,9,4,2600,2155.694075506422,5602.984342483061,2852.9544817865826,14.193803391973049,0.5090925199476415,1000,2600
tp_tsp,sorting,80,9,4,2600,1991.4042513444665,4923.515959239455,3246.499078901252,16.1517367109515,0.6591876302337567,1000,2600
rgta_eff,sorting,80,9,4,2600,1447.7655943041866,4463.953755971259,10187.864034931408,50.685890721051784,2.2817164691895653,1000,2600
